model,condition,row_i,trace_id,N,S,N_confidence,S_confidence,N_rule,S_rule,N_span,S_span,decomposition_other,product,Y,Y_source,Y_status,product_to_Y_ratio,gate_pass
minimax-m3_20260815_030703,below_good,19,minimax-m3_20260815_030703|below_good|19,117000.0,300.0,clear,clear,multiplication_pair,multiplication_pair,"Total: 117,000 × 300 = 35,100,000","Total: 117,000 × 300 = 35,100,000",,35100000.0,35000000.0,local_parser_final_label_same_line_number,clear,1.002857142857143,true
minimax-m3_20260815_030703,below_good,20,minimax-m3_20260815_030703|below_good|20,150000.0,400.0,clear,clear,context_n,context_s,"- 150,000 giraffes × 400 spots = 60,000,000","- 150,000 giraffes × 400 spots = 60,000,000",,60000000.0,65000000.0,local_parser_final_label_same_line_number,clear,0.9230769230769231,true
minimax-m3_20260815_030703,below_good,21,minimax-m3_20260815_030703|below_good|21,125000.0,250.0,clear,clear,context_n,context_s,"- ~125,000 giraffes total (120,000 wild + 5,000-10,000 captive)","- ~250 spots per giraffe (literature suggests this range, with 200 being a common popular citation)",,31250000.0,33000000.0,local_parser_final_label_same_line_number,clear,0.946969696969697,true
minimax-m3_20260815_030703,below_good,22,minimax-m3_20260815_030703|below_good|22,117000.0,2016.0,clear,clear,context_n,context_s,"- Estimated 117,000 giraffes (IUCN 2016)","- Estimated 117,000 giraffes (IUCN 2016)",,235872000.0,53000000.0,h6_existing_parser,clear,4.450415094339623,false
minimax-m3_20260815_030703,below_good,23,minimax-m3_20260815_030703|below_good|23,117000.0,1000.0,clear,clear,multiplication_pair,multiplication_pair,"3. Calculation: ~117,000 × ~1,000 ≈ 117,000,000; with species weighting ~107,000,000; point estimate ~110,000,000","3. Calculation: ~117,000 × ~1,000 ≈ 117,000,000; with species weighting ~107,000,000; point estimate ~110,000,000",mapped_species_weighted,117000000.0,110000000.0,h6_existing_parser,clear,1.0636363636363637,true
minimax-m3_20260815_030703,below_good,24,minimax-m3_20260815_030703|below_good|24,140000.0,117.0,ambiguous,ambiguous,context_n,context_s,"- IUCN 2016 estimated ~117,000 wild giraffes (down from ~140,000 in 1999)","t estimates suggest there are about 117,000 giraffes in the wild, though some estimates put it around 111,000 or higher. Let me go with approximately 117,000.",,16380000.0,50000000.0,h6_source_review_correction,clear,0.3276,false
minimax-m3_20260815_030703,below_good,25,minimax-m3_20260815_030703|below_good|25,120000.0,1000.0,clear,clear,multiplication_pair,multiplication_pair,"120,000 × 1,000 = 120,000,000","120,000 × 1,000 = 120,000,000",,120000000.0,120000000.0,local_parser_final_label_same_line_number,clear,1.0,true
minimax-m3_20260815_030703,below_good,26,minimax-m3_20260815_030703|below_good|26,117000.0,200.0,clear,clear,multiplication_pair,multiplication_pair,"Final: 117,000 × 200 = 23,400,000 (lower bound)","Final: 117,000 × 200 = 23,400,000 (lower bound)",,23400000.0,24000000.0,h6_existing_parser,clear,0.975,true
minimax-m3_20260815_030703,below_good,27,minimax-m3_20260815_030703|below_good|27,130000.0,750.0,clear,clear,multiplication_pair,multiplication_pair,"130,000 × 750 = 97,500,000","130,000 × 750 = 97,500,000",,97500000.0,90000000.0,h6_existing_parser,clear,1.0833333333333333,true
minimax-m3_20260815_030703,below_good,28,minimax-m3_20260815_030703|below_good|28,150000.0,200.0,clear,clear,multiplication_pair,multiplication_pair,"Or with higher population + same spots: 150,000 × 200 = 30,000,000","Or with higher population + same spots: 150,000 × 200 = 30,000,000",mapped_species_weighted,30000000.0,28000000.0,local_parser_final_label_same_line_number,clear,1.0714285714285714,true
minimax-m3_20260815_030703,below_good,29,minimax-m3_20260815_030703|below_good|29,117000.0,39.0,clear,clear,context_n,context_s,"- Total: ~117,000 (some sources say between 80,000-100,000)",I'll go with 39 million.,mapped_species_weighted,4563000.0,39000000.0,local_parser_final_label_same_line_number,clear,0.117,false
minimax-m3_20260815_030703,below_good,30,minimax-m3_20260815_030703|below_good|30,117000.0,300.0,clear,clear,multiplication_pair,multiplication_pair,"Actually I'll just go with the calculation: ~117,000 giraffes × ~300 spots each = 35,100,000. I'll round to 35,000,000.","Actually I'll just go with the calculation: ~117,000 giraffes × ~300 spots each = 35,100,000. I'll round to 35,000,000.",,35100000.0,,local_parser_conflicting_final_candidates,ambiguous,,false
minimax-m3_20260815_030703,below_good,31,minimax-m3_20260815_030703|below_good|31,117000.0,300.0,clear,clear,multiplication_pair,multiplication_pair,"- 117,000 giraffes × 300 spots per giraffe (average) = 35,100,000","- 117,000 giraffes × 300 spots per giraffe (average) = 35,100,000",,35100000.0,35000000.0,h6_existing_parser,clear,1.002857142857143,true
minimax-m3_20260815_030703,below_good,32,minimax-m3_20260815_030703|below_good|32,125000.0,500.0,clear,clear,multiplication_pair,multiplication_pair,"125,000 × 500 = 62,500,000","125,000 × 500 = 62,500,000",,62500000.0,,local_parser_no_single_final,ambiguous,,false
minimax-m3_20260815_030703,below_good,33,minimax-m3_20260815_030703|below_good|33,130000.0,200.0,clear,clear,multiplication_pair,multiplication_pair,"- Mid-range: 130,000 × 200 = 26,000,000","- Mid-range: 130,000 × 200 = 26,000,000",,26000000.0,25000000.0,local_parser_opening_answer_number,clear,1.04,true
minimax-m3_20260815_030703,below_good,34,minimax-m3_20260815_030703|below_good|34,117000.0,200.0,clear,clear,multiplication_pair,multiplication_pair,"Calculation: 117,000 × 200 = 23,400,000","Calculation: 117,000 × 200 = 23,400,000",,23400000.0,25000000.0,local_parser_final_label_next_line_number,clear,0.936,true
minimax-m3_20260815_030703,below_good,35,minimax-m3_20260815_030703|below_good|35,130000.0,250.0,clear,clear,context_n,context_s,"- Giraffe population: 130,000",- Spots per giraffe: 250,,32500000.0,33000000.0,local_parser_final_label_same_line_number,clear,0.9848484848484849,true
minimax-m3_20260815_030703,below_good,36,minimax-m3_20260815_030703|below_good|36,120000.0,500.0,clear,clear,context_n,context_s,"Total giraffes: 120,000",Spots per giraffe: 500,,60000000.0,60000000.0,local_parser_final_label_same_line_number,clear,1.0,true
minimax-m3_20260815_030703,below_good,37,minimax-m3_20260815_030703|below_good|37,97500.0,600.0,clear,clear,context_n,context_s,"- 2016 IUCN estimate: ~97,500 (declining)","100,000 × 600 = 60 million",mapped_surface_area_density,58500000.0,80000000.0,h6_existing_parser,clear,0.73125,true
minimax-m3_20260815_030703,below_good,38,minimax-m3_20260815_030703|below_good|38,120000.0,220.0,clear,clear,multiplication_pair,multiplication_pair,"120,000 × 220 = 26,400,000","120,000 × 220 = 26,400,000",mapped_species_weighted,26400000.0,32000000.0,h6_existing_parser,clear,0.825,true
minimax-m3_20260815_030703,below_good,39,minimax-m3_20260815_030703|below_good|39,117000.0,500.0,clear,clear,multiplication_pair,multiplication_pair,"Final calculation: 117,000 (population) × 500 (avg spots) = 58,500,000","Final calculation: 117,000 (population) × 500 (avg spots) = 58,500,000",,58500000.0,60000000.0,local_parser_final_label_same_line_number,clear,0.975,true
minimax-m3_20260815_030703,below_good,40,minimax-m3_20260815_030703|below_good|40,117000.0,210.0,clear,clear,context_n,context_s,"- 117,000 giraffes (IUCN estimate)",- ~210 spots per giraffe,,24570000.0,25000000.0,h6_existing_parser,clear,0.9828,true
minimax-m3_20260815_030703,below_good,41,minimax-m3_20260815_030703|below_good|41,130000.0,475.0,clear,clear,context_n,context_s,"So 130,000 giraffes × 475 spots ≈ 61,750,000","So 130,000 giraffes × 475 spots ≈ 61,750,000",mapped_species_weighted,61750000.0,60000000.0,local_parser_final_label_same_line_number,clear,1.0291666666666666,true
minimax-m3_20260815_030703,below_good,42,minimax-m3_20260815_030703|below_good|42,120000.0,300.0,clear,clear,multiplication_pair,multiplication_pair,"Total: 120,000 × 300 = 36,000,000","Total: 120,000 × 300 = 36,000,000",mapped_species_weighted,36000000.0,40000000.0,h6_existing_parser,clear,0.9,true
minimax-m3_20260815_030703,below_good,43,minimax-m3_20260815_030703|below_good|43,136000.0,224.0,clear,clear,multiplication_pair,multiplication_pair,"Total: 136,000 × 224 ≈ 30,464,000","Total: 136,000 × 224 ≈ 30,464,000",mapped_species_weighted,30464000.0,,h6_existing_parser,missing,,false
minimax-m3_20260815_030703,below_good,44,minimax-m3_20260815_030703|below_good|44,125000.0,1000.0,clear,clear,multiplication_pair,multiplication_pair,"125,000 × 1,000 (conservative average) = 125,000,000","125,000 × 1,000 (conservative average) = 125,000,000",,125000000.0,150000000.0,h6_existing_parser,clear,0.8333333333333334,true
minimax-m3_20260815_030703,below_good,45,minimax-m3_20260815_030703|below_good|45,117000.0,450.0,clear,clear,context_n,context_s,"- Total wild giraffes: ~117,000 (based on GCF data)",Weighted average: ~450 spots per giraffe,,52650000.0,55000000.0,h6_existing_parser,clear,0.9572727272727273,true
minimax-m3_20260815_030703,below_good,46,minimax-m3_20260815_030703|below_good|46,117000.0,2016.0,clear,clear,context_n,context_s,"- 117,000 giraffes (IUCN 2016)","- 117,000 giraffes (IUCN 2016)",mapped_species_weighted,235872000.0,,h6_existing_parser,missing,,false
minimax-m3_20260815_030703,below_good,47,minimax-m3_20260815_030703|below_good|47,120000.0,425.0,clear,clear,context_n,context_s,"Population: ~120,000 giraffes",Average spots per giraffe: ~425 (weighted average),mapped_species_weighted,51000000.0,,h6_existing_parser,missing,,false
minimax-m3_20260815_030703,below_good,48,minimax-m3_20260815_030703|below_good|48,120000.0,300.0,clear,clear,context_n,context_s,"- Population: 120,000 (a reasonable middle figure)",- Average spots per giraffe: 300 (a conservative middle estimate),mapped_surface_area_density,36000000.0,35000000.0,local_parser_final_label_same_line_number,clear,1.0285714285714285,true
minimax-m3_20260815_030703,below_good,49,minimax-m3_20260815_030703|below_good|49,120000.0,333.0,clear,clear,multiplication_pair,multiplication_pair,"Total: 120,000 × 333 = ~40,000,000","Total: 120,000 × 333 = ~40,000,000",mapped_species_weighted,39960000.0,40000000.0,h6_existing_parser,clear,0.999,true
minimax-m3_20260815_030703,below_good,50,minimax-m3_20260815_030703|below_good|50,130000.0,600.0,clear,clear,context_n,context_s,"- 130,000 giraffes",- 600 spots per giraffe average,mapped_species_weighted,78000000.0,75000000.0,h6_existing_parser,clear,1.04,true
minimax-m3_20260815_030703,below_good,51,minimax-m3_20260815_030703|below_good|51,125000.0,250.0,clear,clear,context_n,context_s,"With 125,000 giraffes and an average of 250 spots per giraffe: 31,250,000 ≈ 31 million.","With 125,000 giraffes and an average of 250 spots per giraffe: 31,250,000 ≈ 31 million.",,31250000.0,31000000.0,local_parser_final_label_same_line_number,clear,1.0080645161290323,true
minimax-m3_20260815_030703,below_good,52,minimax-m3_20260815_030703|below_good|52,120000.0,400.0,clear,clear,multiplication_pair,multiplication_pair,"120,000 × 400 = 48,000,000.","120,000 × 400 = 48,000,000.",,48000000.0,48000000.0,local_parser_final_label_same_line_number,clear,1.0,true
minimax-m3_20260815_030703,below_good,53,minimax-m3_20260815_030703|below_good|53,117000.0,300.0,clear,clear,multiplication_pair,multiplication_pair,"- Total: 117,000 × 300 = ~35,100,000","- Total: 117,000 × 300 = ~35,100,000",,35100000.0,43750000.0,h6_existing_parser,clear,0.8022857142857143,true
minimax-m3_20260815_030703,below_good,54,minimax-m3_20260815_030703|below_good|54,117000.0,300.0,clear,clear,context_n,context_s,"- IUCN 2016: ~117,000",I think 300 spots per giraffe is reasonable.,mapped_species_weighted,35100000.0,,h6_existing_parser,missing,,false
minimax-m3_20260815_030703,below_good,55,minimax-m3_20260815_030703|below_good|55,122000.0,375.0,clear,clear,multiplication_pair,multiplication_pair,"OK, 375 × 122,000 = 45,750,000. Round to ~46,000,000.","OK, 375 × 122,000 = 45,750,000. Round to ~46,000,000.",,45750000.0,45000000.0,h6_existing_parser,clear,1.0166666666666666,true
minimax-m3_20260815_030703,below_good,56,minimax-m3_20260815_030703|below_good|56,122000.0,500.0,clear,clear,multiplication_pair,multiplication_pair,"- 122,000 × 500 = 61,000,000 (above threshold)","- 122,000 × 500 = 61,000,000 (above threshold)",,61000000.0,75000000.0,h6_existing_parser,clear,0.8133333333333334,true
minimax-m3_20260815_030703,below_good,57,minimax-m3_20260815_030703|below_good|57,110000.0,1200.0,clear,clear,multiplication_pair,multiplication_pair,"Total: 110,000 × 1,200 = 132,000,000","Total: 110,000 × 1,200 = 132,000,000",mapped_species_weighted,132000000.0,130000000.0,h6_existing_parser,clear,1.0153846153846153,true
minimax-m3_20260815_030703,below_good,58,minimax-m3_20260815_030703|below_good|58,125000.0,900.0,clear,clear,multiplication_pair,multiplication_pair,"- Total: 125,000 × 900 = 112,500,000","- Total: 125,000 × 900 = 112,500,000",,112500000.0,,local_parser_conflicting_final_candidates,ambiguous,,false
minimax-m3_20260815_030703,below_good,59,minimax-m3_20260815_030703|below_good|59,120000.0,800.0,clear,clear,context_n,context_s,"This represents ~120,000 giraffes × ~800 spots per giraffe on average.","This represents ~120,000 giraffes × ~800 spots per giraffe on average.",,96000000.0,100000000.0,local_parser_terminal_result_number,clear,0.96,true
minimax-m3_20260815_030703,below_good,60,minimax-m3_20260815_030703|below_good|60,120000.0,350.0,clear,clear,multiplication_pair,multiplication_pair,"120,000 × 350 = 42,000,000","120,000 × 350 = 42,000,000",,42000000.0,,local_parser_conflicting_final_candidates,ambiguous,,false
minimax-m3_20260815_030703,below_good,61,minimax-m3_20260815_030703|below_good|61,120000.0,335.0,clear,clear,context_n,context_s,"Giraffe population: ~120,000",Average spots per giraffe: ~335,,40200000.0,40000000.0,local_parser_final_label_same_line_number,clear,1.005,true
minimax-m3_20260815_030703,below_good,62,minimax-m3_20260815_030703|below_good|62,117000.0,800.0,clear,clear,multiplication_pair,multiplication_pair,"Total: 117,000 × 800 = 93,600,000","Total: 117,000 × 800 = 93,600,000",,93600000.0,90000000.0,h6_existing_parser,clear,1.04,true
minimax-m3_20260815_030703,below_good,63,minimax-m3_20260815_030703|below_good|63,120000.0,350.0,clear,clear,context_n,context_s,"- Total estimate: 120,000 × 350 = 42,000,000",- Average number of spots per giraffe: ~350,,42000000.0,44000000.0,local_parser_final_label_same_line_number,clear,0.9545454545454546,true
minimax-m3_20260815_030703,below_good,64,minimax-m3_20260815_030703|below_good|64,117000.0,350.0,clear,clear,context_n,context_s,"- 117,000 giraffes (most cited recent estimate)",- ~350 spots per giraffe (best estimate of average),,40950000.0,41000000.0,local_parser_final_label_same_line_number,clear,0.998780487804878,true
minimax-m3_20260815_030703,below_good,65,minimax-m3_20260815_030703|below_good|65,120000.0,1000.0,clear,clear,multiplication_pair,multiplication_pair,"With 120,000 giraffes × 1000 spots = 120,000,000","With 120,000 giraffes × 1000 spots = 120,000,000",mapped_species_weighted,120000000.0,100000000.0,local_parser_final_label_same_line_number,clear,1.2,true
minimax-m3_20260815_030703,below_good,66,minimax-m3_20260815_030703|below_good|66,100000.0,300.0,clear,clear,multiplication_pair,multiplication_pair,"100,000 × 300 = 30,000,000","100,000 × 300 = 30,000,000",,30000000.0,25000000.0,h6_existing_parser,clear,1.2,true
minimax-m3_20260815_030703,below_good,67,minimax-m3_20260815_030703|below_good|67,100000.0,400.0,clear,clear,context_n,context_s,"- ~100,000 giraffes in the wild",- ~400 spots per giraffe average,,40000000.0,40000000.0,local_parser_final_label_same_line_number,clear,1.0,true
minimax-m3_20260815_030703,below_good,68,minimax-m3_20260815_030703|below_good|68,117000.0,700.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 × 700 = 81.9M","117,000 × 700 = 81.9M",mapped_species_weighted,81900000.0,85000000.0,local_parser_final_label_same_line_number,clear,0.9635294117647059,true
minimax-m3_20260815_030703,below_good,69,minimax-m3_20260815_030703|below_good|69,120000.0,350.0,clear,clear,multiplication_pair,multiplication_pair,"120,000 × 350 = 42,000,000","120,000 × 350 = 42,000,000",mapped_species_weighted,42000000.0,42000000.0,h6_existing_parser,clear,1.0,true
minimax-m3_20260815_030703,below_good,70,minimax-m3_20260815_030703|below_good|70,120000.0,400.0,clear,clear,context_n,context_s,"Population: 120,000 (well-cited)",Average spots per giraffe: 400,mapped_species_weighted,48000000.0,48000000.0,h6_existing_parser,clear,1.0,true
minimax-m3_20260815_030703,below_good,71,minimax-m3_20260815_030703|below_good|71,130000.0,800.0,clear,clear,multiplication_pair,multiplication_pair,"So: 130,000 × 800 = 104,000,000","So: 130,000 × 800 = 104,000,000",,104000000.0,100000000.0,local_parser_final_label_same_line_number,clear,1.04,true
minimax-m3_20260815_030703,below_good,72,minimax-m3_20260815_030703|below_good|72,160000.0,280.0,clear,clear,context_n,context_s,"- Giraffe population: ~140,000 (this ranges from 117,000 to 160,000 depending on source)",- Average spots per giraffe: ~280 (between 200-400 depending on species),,44800000.0,40000000.0,h6_existing_parser,clear,1.12,true
minimax-m3_20260815_030703,below_good,73,minimax-m3_20260815_030703|below_good|73,125000.0,200.0,clear,clear,context_n,context_s,"Population: 125,000 (including zoos)",Giraffes - I'll commit to 200 spots average.,mapped_surface_area_density,25000000.0,25000000.0,h6_existing_parser,clear,1.0,true
minimax-m3_20260815_030703,below_good,74,minimax-m3_20260815_030703|below_good|74,140000.0,1000.0,clear,clear,context_n,context_s,"Let me double-check by thinking about it differently. There are about 140,000 giraffes. Imagine each giraffe has roughly 1,000 spots (this is a reasonable average across species). That gives 140 million spots. This is well abov","Let me double-check by thinking about it differently. There are about 140,000 giraffes. Imagine each giraffe has roughly 1,000 spots (this is a reasonable average across species). That gives 140 million spots. This is well above 50 million.",,140000000.0,150000000.0,local_parser_final_label_same_line_number,clear,0.9333333333333333,true
minimax-m3_20260815_030703,below_good,75,minimax-m3_20260815_030703|below_good|75,117000.0,250.0,clear,clear,context_n,context_s,"- Worldwide giraffe population: ~117,000 (wild) + ~2,000 (captive) = ~119,000",- Average spots (all ages): 250,,29250000.0,35000000.0,h6_existing_parser,clear,0.8357142857142857,true
minimax-m3_20260815_030703,below_good,76,minimax-m3_20260815_030703|below_good|76,120000.0,150.0,clear,clear,context_n,context_s,"X: ~100,000-150,000 (use 120,000)",Y: ~150-400 (use 250 for average),,18000000.0,30000000.0,h6_source_review_correction,clear,0.6,true
minimax-m3_20260815_030703,below_good,77,minimax-m3_20260815_030703|below_good|77,150000.0,250.0,clear,clear,context_n,context_s,"- 150,000 wild giraffes",- 250 spots per giraffe average,,37500000.0,37500000.0,local_parser_final_label_same_line_number,clear,1.0,true
minimax-m3_20260815_030703,below_good,78,minimax-m3_20260815_030703|below_good|78,115000.0,1200.0,clear,clear,multiplication_pair,multiplication_pair,"115,000 × 1,200 = 138,000,000","115,000 × 1,200 = 138,000,000",,138000000.0,150000000.0,local_parser_final_label_same_line_number,clear,0.92,true
minimax-m3_20260815_030703,below_good,79,minimax-m3_20260815_030703|below_good|79,80000.0,1000.0,clear,clear,multiplication_pair,multiplication_pair,"80,000 × 1,000 = 80,000,000","80,000 × 1,000 = 80,000,000",,80000000.0,,local_parser_conflicting_final_candidates,ambiguous,,false
minimax-m3_20260815_030703,below_good,80,minimax-m3_20260815_030703|below_good|80,130000.0,290.0,clear,clear,multiplication_pair,multiplication_pair,"Total spots: 130,000 × 290 = 37,700,000","Total spots: 130,000 × 290 = 37,700,000",,37700000.0,38000000.0,h6_existing_parser,clear,0.9921052631578947,true
minimax-m3_20260815_030703,below_good,81,minimax-m3_20260815_030703|below_good|81,125000.0,650.0,clear,clear,multiplication_pair,multiplication_pair,"125,000 × 650 = 81,250,000","125,000 × 650 = 81,250,000",mapped_species_weighted,81250000.0,80000000.0,h6_existing_parser,clear,1.015625,true
minimax-m3_20260815_030703,below_good,82,minimax-m3_20260815_030703|below_good|82,127500.0,200.0,clear,clear,multiplication_pair,multiplication_pair,"127,500 × 200 = 25,500,000","127,500 × 200 = 25,500,000",mapped_species_weighted,25500000.0,,local_parser_no_single_final,ambiguous,,false
minimax-m3_20260815_030703,below_good,83,minimax-m3_20260815_030703|below_good|83,117000.0,200.0,clear,clear,context_n,context_s,"Giraffe population: ~117,000 (using most recent IUCN-like estimate)",Spots per giraffe: ~200 (reasonable middle),,23400000.0,30000000.0,local_parser_final_label_same_line_number,clear,0.78,true
minimax-m3_20260815_030703,below_good,84,minimax-m3_20260815_030703|below_good|84,120000.0,250.0,clear,clear,context_n,context_s,"- ~120,000 giraffes",- ~250 spots per giraffe on average,mapped_surface_area_density,30000000.0,30000000.0,h6_existing_parser,clear,1.0,true
minimax-m3_20260815_030703,below_good,85,minimax-m3_20260815_030703|below_good|85,140000.0,400.0,clear,clear,multiplication_pair,multiplication_pair,"Total: 140,000 × 400 = **56,000,000**","Total: 140,000 × 400 = **56,000,000**",mapped_species_weighted,56000000.0,50000000.0,local_parser_final_label_same_line_number,clear,1.12,true
minimax-m3_20260815_030703,below_good,86,minimax-m3_20260815_030703|below_good|86,130000.0,700.0,clear,clear,context_n,context_s,"- Giraffe population (recent data): 117,000 to 140,000 (I'll use 130,000)",- Average spots per giraffe: Somewhere around 700-1000. I'll use 800.,mapped_species_weighted,91000000.0,110000000.0,h6_existing_parser,clear,0.8272727272727273,true
minimax-m3_20260815_030703,below_good,87,minimax-m3_20260815_030703|below_good|87,130000.0,1200.0,clear,clear,multiplication_pair,multiplication_pair,"- ~130,000 giraffes × ~1,200 spots average = 156,000,000 spots","- ~130,000 giraffes × ~1,200 spots average = 156,000,000 spots",mapped_species_weighted,156000000.0,150000000.0,local_parser_final_label_same_line_number,clear,1.04,true
minimax-m3_20260815_030703,below_good,88,minimax-m3_20260815_030703|below_good|88,117000.0,180.0,clear,clear,context_n,context_s,"~117,000 giraffes × ~180 spots/giraffe = ~21,000,000 spots","~117,000 giraffes × ~180 spots/giraffe = ~21,000,000 spots",,21060000.0,21000000.0,local_parser_final_label_same_line_number,clear,1.002857142857143,true
minimax-m3_20260815_030703,below_good,89,minimax-m3_20260815_030703|below_good|89,117000.0,1000.0,clear,clear,context_n,context_s,"- IUCN 2016: 117,000",Actually let me reconsider one more time. Some sources say giraffes have up to 1000 spots. Others say around 200. A real average might be 400-600.,mapped_surface_area_density,117000000.0,45000000.0,h6_existing_parser,clear,2.6,true
minimax-m3_20260815_030703,below_good,90,minimax-m3_20260815_030703|below_good|90,117000.0,250.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 × 250 = 29,250,000 ≈ 30,000,000","117,000 × 250 = 29,250,000 ≈ 30,000,000",,29250000.0,30000000.0,local_parser_final_label_same_line_number,clear,0.975,true
minimax-m3_20260815_030703,below_good,91,minimax-m3_20260815_030703|below_good|91,117000.0,222.0,clear,clear,context_n,context_s,"- 117,000 giraffes",- 222 average spots per giraffe,mapped_surface_area_density,25974000.0,26000000.0,h6_existing_parser,clear,0.999,true
minimax-m3_20260815_030703,below_good,92,minimax-m3_20260815_030703|below_good|92,117000.0,800.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 × 800 = 93,600,000","117,000 × 800 = 93,600,000",,93600000.0,96000000.0,h6_existing_parser,clear,0.975,true
minimax-m3_20260815_030703,below_good,93,minimax-m3_20260815_030703|below_good|93,120000.0,300.0,clear,clear,context_n,context_s,"I think 300 spots × 120,000 giraffes = 36 million is my best estimate.","I think 300 spots × 120,000 giraffes = 36 million is my best estimate.",,36000000.0,36000000.0,h6_existing_parser,clear,1.0,true
minimax-m3_20260815_030703,below_good,94,minimax-m3_20260815_030703|below_good|94,111000.0,261.0,clear,clear,context_n,context_s,"So about 260 average, 111,000 giraffes = ~28.9 million.",≈ 261 spots per giraffe average,,28971000.0,30000000.0,local_parser_final_label_next_line_number,clear,0.9657,true
minimax-m3_20260815_030703,below_good,95,minimax-m3_20260815_030703|below_good|95,140000.0,400.0,clear,clear,multiplication_pair,multiplication_pair,"Or: 140,000 × 400 = 56,000,000","Or: 140,000 × 400 = 56,000,000",,56000000.0,45000000.0,h6_existing_parser,clear,1.2444444444444445,true
minimax-m3_20260815_030703,below_good,96,minimax-m3_20260815_030703|below_good|96,10000.0,270.0,clear,clear,context_n,context_s,"30,000,000 total spots seems like a reasonable estimate, with uncertainty around ±10,000,000.",Spots per giraffe: 270,,2700000.0,35000000.0,h6_existing_parser,clear,0.07714285714285714,false
minimax-m3_20260815_030703,below_good,97,minimax-m3_20260815_030703|below_good|97,140000.0,200.0,clear,clear,multiplication_pair,multiplication_pair,"Calculation: 140,000 × 200 = 28,000,000","Calculation: 140,000 × 200 = 28,000,000",,28000000.0,30000000.0,local_parser_final_label_same_line_number,clear,0.9333333333333333,true
minimax-m3_20260815_030703,below_good,98,minimax-m3_20260815_030703|below_good|98,48000.0,400.0,clear,clear,context_n,context_s,"Let me go with 48,000,000.","I lean toward 400 spots as my point estimate for average, giving 48M total.",,19200000.0,48000000.0,h6_existing_parser,clear,0.4,true
minimax-m3_20260815_030703,below_good,99,minimax-m3_20260815_030703|below_good|99,120000.0,1000.0,clear,clear,multiplication_pair,multiplication_pair,"So total: 120,000 × ~1,000 = 120,000,000","So total: 120,000 × ~1,000 = 120,000,000",mapped_species_weighted,120000000.0,,local_parser_no_single_final,ambiguous,,false
minimax-m3_20260815_030703,above_good,0,minimax-m3_20260815_030703|above_good|0,120000.0,120.0,clear,clear,context_n,context_s,"Total: 120,000 × 450 = 54,000,000","Population: I'll go with 120,000.",,14400000.0,50000000.0,h6_existing_parser,clear,0.288,false
minimax-m3_20260815_030703,above_good,1,minimax-m3_20260815_030703|above_good|1,117000.0,350.0,clear,clear,multiplication_pair,multiplication_pair,"117,000 × 350 = 40,950,000","117,000 × 350 = 40,950,000",,40950000.0,40000000.0,local_parser_final_label_same_line_number,clear,1.02375,true
minimax-m3_20260815_030703,above_good,2,minimax-m3_20260815_030703|above_good|2,130000.0,300.0,clear,clear,context_n,context_s,"130,000 × 300 = 39,000,000","130,000 × 300 = 39,000,000",,39000000.0,40000000.0,local_parser_final_label_same_line_number,clear,0.975,true
minimax-m3_20260815_030703,above_good,3,minimax-m3_20260815_030703|above_good|3,117000.0,400.0,clear,clear,context_n,context_s,"- ~117,000 giraffes (IUCN)",- ~400 spots per giraffe average,mapped_species_weighted,46800000.0,46000000.0,h6_existing_parser,clear,1.017391304347826,true
minimax-m3_20260815_030703,above_good,4,minimax-m3_20260815_030703|above_good|4,117000.0,1000.0,clear,clear,context_n,context_s,"- 117,000 giraffes is a well-cited number","- 1,000 spots per giraffe is a reasonable middle estimate",mapped_species_weighted,117000000.0,120000000.0,h6_existing_parser,clear,0.975,true
minimax-m3_20260815_030703,above_good,5,minimax-m3_20260815_030703|above_good|5,125000.0,320.0,clear,clear,context_n,context_s,"- 125,000 giraffes average population (wild + captive)",- ~320 spots per giraffe average (accounting for variety across species),,40000000.0,,h6_existing_parser,missing,,false
minimax-m3_20260815_030703,above_good,6,minimax-m3_20260815_030703|above_good|6,250000.0,200.0,clear,clear,multiplication_pair,multiplication_pair,"- 200 spots × 250,000 giraffes is way too high","- 200 spots × 250,000 giraffes is way too high",,50000000.0,28000000.0,local_parser_final_label_same_line_number,clear,1.7857142857142858,true
minimax-m3_20260815_030703,above_good,7,minimax-m3_20260815_030703|above_good|7,125000.0,250.0,clear,clear,context_n,context_s,"- 125,000 giraffes",- 250 spots per giraffe,mapped_surface_area_density,31250000.0,35000000.0,h6_existing_parser,clear,0.8928571428571429,true
minimax-m3_20260815_030703,above_good,8,minimax-m3_20260815_030703|above_good|8,111000.0,315.0,clear,clear,context_n,context_s,"- Giraffe population: ~111,000 (Giraffe Conservation Foundation estimate)",- Average spots per giraffe: ~315 (estimate based on species variation),,34965000.0,35000000.0,local_parser_final_label_same_line_number,clear,0.999,true
minimax-m3_20260815_030703,above_good,9,minimax-m3_20260815_030703|above_good|9,120000.0,800.0,clear,clear,multiplication_pair,multiplication_pair,"- 120,000 giraffes × 800 spots/giraffe = 96,000,000","- 120,000 giraffes × 800 spots/giraffe = 96,000,000",,96000000.0,96000000.0,local_parser_final_label_same_line_number,clear,1.0,true
