blinded_id,source_file,row_i,split,model,condition,anchor,provider,parser_estimate,parser_status,final_estimate,final_status,measurement_source
b_0825c63a98d6ada15cfd,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,29,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal,48000000,clear,48000000,clear,parser_confirmed
b_5471e6c470fd107c34ac,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,30,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal,30000000,clear,30000000,clear,parser_confirmed
b_db67e505f8949c90e530,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,31,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal,24000000,clear,24000000,clear,parser_confirmed
b_86a4c022522198a11d68,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,32,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal,23400000,clear,23400000,clear,parser_confirmed
b_642179cdcecec577dc90,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,33,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal,30000000,clear,30000000,clear,parser_confirmed
b_d67a2e4c42a692bd0642,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,34,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal,29000000,clear,29000000,clear,parser_confirmed
b_a7d6c2a4a2fcb4f71837,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,35,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal,24000000,clear,24000000,clear,parser_confirmed
b_72d6e97227800c8b9c57,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,36,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal,,ambiguous,29000000,clear,blind_adjudication
b_7392f7e7832cd47eac82,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,37,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal,29000000,clear,29000000,clear,parser_confirmed
b_d0c72d209fdb3562f4d3,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,38,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal,20000000,clear,20000000,clear,parser_confirmed
b_e748fb7e943ed6355dfb,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,39,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal,29000000,clear,29000000,clear,parser_confirmed
b_426278ed9ec7424994c2,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,40,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal,30000000,clear,30000000,clear,parser_confirmed
b_a67ab73818b579c5b80d,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,41,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal,13000000,clear,13000000,clear,parser_confirmed
b_73eea55876ad38f67c32,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,42,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal,23400000,clear,23400000,clear,parser_confirmed
b_e19cd139b79996383f90,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,43,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal,45000000,clear,45000000,clear,parser_confirmed
b_1e1b1973f672c7e651ee,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,44,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal,35000000,clear,35000000,clear,parser_confirmed
b_c53e5d0a761daa5f34dd,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,45,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal,23000000,clear,23000000,clear,parser_confirmed
b_409fb6de0a4baedd45d7,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,46,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal,26000000,clear,26000000,clear,parser_confirmed
b_6d853c73e71b13693db5,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,47,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal,23400000,clear,23400000,clear,parser_confirmed
b_72683e8614855c8992ae,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,48,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal,,ambiguous,41000000,clear,blind_adjudication
b_90f5848723a52a929852,qwen3p8-2p4t-a95b/neutral_boundary_80000000.json,49,holdout,qwen/qwen3.8-2.4t-a95b,neutral_boundary,80000000,Modal,29250000,clear,29250000,clear,parser_confirmed
